"S.No","File Code","Asset family linked","Components","Services linked"
"4271","EQ-0661710","als_PMP-REDA-HB","0","ALS"
"4272","EQ-0661843","als_PROT-66L","0","ALS"
"4273","EQ-0661983","als_PROT-66","0","ALS"
"4274","EQ-0662015","als_PROT-66LLARGE","0","ALS"
"4275","EQ-0662098","als_INTK-REDA-GS","0","ALS"
"4276","EQ-0662130","als_INTK-REDA-GS","0","ALS"
"4277","EQ-0662130N","als_INTK-REDA-GS","0","ALS"
"4278","EQ-0662213","als_INTK-REDA-GS","0","ALS"
"4279","EQ-066221V","als_INTK-REDA-GS","0","ALS"
"4280","EQ-0679555","als_MTR-REDA-S","0","ALS"
"4281","EQ-0679571","als_MTR-REDA-S","0","ALS"
"4282","EQ-0679589","als_MTR-REDA-S","0","ALS"
"4283","EQ-0679621","als_MTR-REDA-S","0","ALS"
"4284","EQ-0690065","als_PMP-REDA-C","0","ALS"
"4285","EQ-0690065C","als_PMP-REDA-C","0","ALS"
"4286","EQ-0690156","als_PMP-REDA-FL","0","ALS"
"4287","EQ-0690156L","als_PMP-REDA-FL","0","ALS"
"4288","EQ-069015P","als_PMP-REDA-FL","0","ALS"
"4289","EQ-069015Z","als_PMP-REDA-FL","0","ALS"
"4290","EQ-0690198","als_MTR-REDA-S","0","ALS"
"4291","EQ-0690255","als_PMP-REDA-FL","0","ALS"
"4292","EQ-0690271","als_PMP-REDA-FL","0","ALS"
"4293","EQ-0690578","als_PMP-REDA-FL","0","ALS"
"4294","EQ-0690636","als_PMP-REDA-54G","0","ALS"
"4295","EQ-0690974","als_PMP-REDA-FL","0","ALS"
"4296","EQ-0691147","als_PMP-REDA-C","0","ALS"
"4297","EQ-0691170","als_PMP-REDA-FL","0","ALS"
"4298","EQ-0691311","als_PMP-REDA-FL","0","ALS"
"4299","EQ-0691519","als_PMP-REDA-C","0","ALS"
"4300","EQ-0691899","als_MTR-REDA-S","0","ALS"
"4301","EQ-0692129","als_MTR-REDA-S","0","ALS"
"4302","EQ-0693168","als_PMP-REDA-C","0","ALS"
"4303","EQ-0693325","als_PMP-REDA-FL","0","ALS"
"4304","EQ-0693416","als_PMP-REDA-FL","0","ALS"
"4305","EQ-0693549","als_PMP-REDA-FL","0","ALS"
"4306","EQ-0693671","als_PMP-REDA-54G","0","ALS"
"4307","EQ-0693978","als_MTR-REDA-S","0","ALS"
"4308","EQ-0694562","als_PMP-REDA-FL","0","ALS"
"4309","EQ-0694778","als_PMP-REDA-FL","0","ALS"
"4310","EQ-0695205","als_MTR-REDA-S","0","ALS"
"4311","EQ-0695254","als_PMP-REDA-FL","0","ALS"
"4312","EQ-0695338","als_PMP-REDA-FL","0","ALS"
"4313","EQ-0695585","als_PMP-REDA-HB","0","ALS"
"4314","EQ-0695593","als_PROT-66-ADPC-LARGE","0","ALS"
"4315","EQ-0695650","als_MTR-REDA-CT-LARGE","0","ALS"
"4316","EQ-0695668","als_MTR-REDA-LT-LARGE","0","ALS"
"4317","EQ-0695726","als_PMP-REDA-FL","0","ALS"
"4318","EQ-0699322","als_PMP-REDA-FL","0","ALS"
"4319","EQ-0699322L","als_PMP-REDA-FL","0","ALS"
"4320","EQ-069932Z","als_PMP-REDA-FL","0","ALS"
"4321","EQ-0699975","als_PMP-REDA-FL","0","ALS"
"4322","EQ-0700062","als_PMP-REDA-FL","0","ALS"
"4323","EQ-0700849","als_PMP-REDA-FL","0","ALS"
"4324","EQ-0701052","als_PMP-REDA-FL","0","ALS"
"4325","EQ-0702175","als_MTR-REDA-S","0","ALS"
"4326","EQ-0702613","als_PMP-REDA-FL","0","ALS"
"4327","EQ-0702704","als_PMP-REDA-FL","0","ALS"
"4328","EQ-0702902","als_PMP-REDA-FL","0","ALS"
"4329","EQ-0703165","als_PMP-REDA-FL","0","ALS"
"4330","EQ-0703710","als_PMP-REDA-C","0","ALS"
"4331","EQ-0704262","als_PMP-REDA-C","0","ALS"
"4332","EQ-0704411","als_PMP-REDA-FL","0","ALS"
"4333","EQ-0704676","als_PMP-REDA-54G","0","ALS"
"4334","EQ-0704684","als_PMP-REDA-FL","0","ALS"
"4335","EQ-0704775","als_PMP-REDA-FL","0","ALS"
"4336","EQ-0704775L","als_PMP-REDA-FL","0","ALS"
"4337","EQ-0704932","als_MTR-REDA-S","0","ALS"
"4338","EQ-0704981","als_PMP-REDA-FL","0","ALS"
"4339","EQ-0705251","als_MTR-REDA-S","0","ALS"
"4340","EQ-0705335","als_PMP-REDA-FL","0","ALS"
"4341","EQ-0705418","als_PMP-REDA-C","0","ALS"
"4342","EQ-0706259","als_PMP-REDA-FL","0","ALS"
"4343","EQ-0706762","als_PMP-REDA-C","0","ALS"
"4344","EQ-0706911","als_PMP-REDA-FL","0","ALS"
"4345","EQ-0706911L","als_PMP-REDA-FL","0","ALS"
"4346","EQ-0707067","als_INTK-REDA-GS","0","ALS"
"4347","EQ-0707067N","als_INTK-REDA-GS","0","ALS"
"4348","EQ-0707554","als_PMP-REDA-FL","0","ALS"
"4349","EQ-0707604","als_PMP-REDA-FL","0","ALS"
"4350","EQ-0708743","als_PMP-REDA-FL","0","ALS"
"4351","EQ-0709055","als_PMP-REDA-54G","0","ALS"
"4352","EQ-0709113","als_MTR-REDA-LT","0","ALS"
"4353","EQ-0709113C","als_MTR-REDA-LT","0","ALS"
"4354","EQ-0709121","als_MTR-REDA-CT","0","ALS"
"4355","EQ-0709121C","als_MTR-REDA-CT","0","ALS"
"4356","EQ-0709139","als_MTR-REDA-UT","0","ALS"
"4357","EQ-0709139C","als_MTR-REDA-UT","0","ALS"
"4358","EQ-0709832","als_PMP-REDA-HB","0","ALS"
"4359","EQ-0710103","als_PMP-REDA-FL","0","ALS"
"4360","EQ-0710335","als_PMP-REDA-C","0","ALS"
"4361","EQ-0710368","als_PMP-REDA-54G","0","ALS"
"4362","EQ-0710376","als_PMP-REDA-54G","0","ALS"
"4363","EQ-0710707","als_PMP-REDA-C","0","ALS"
"4364","EQ-0710921","als_PMP-REDA-FL","0","ALS"
"4365","EQ-0710947","als_PMP-REDA-HB","0","ALS"
"4366","EQ-0711432","als_PMP-REDA-FL","0","ALS"
"4367","EQ-0711606","als_PMP-REDA-C","0","ALS"
"4368","EQ-0712687","als_PMP-REDA-FL","0","ALS"
"4369","EQ-0712877","als_PMP-REDA-C","0","ALS"
"4370","EQ-0713438","als_PMP-REDA-FL","0","ALS"
"4371","EQ-0713461","als_PMP-REDA-FL","0","ALS"
"4372","EQ-0713594","als_PMP-REDA-C","0","ALS"
"4373","EQ-0714121","als_MTR-REDA-CT","0","ALS"
"4374","EQ-0714238","als_PMP-REDA-FL","0","ALS"
"4375","EQ-0714238N","als_PMP-REDA-FL","0","ALS"
"4376","EQ-0714394","als_PMP-REDA-C","0","ALS"
"4377","EQ-0716332","als_MTR-REDA-S","0","ALS"
"4378","EQ-0717223","als_PMP-REDA-HB","0","ALS"
"4379","EQ-0717298","als_PMP-REDA-HB","0","ALS"
"4380","EQ-0717405","als_PMP-REDA-FL","0","ALS"
"4381","EQ-0717538","als_PMP-REDA-C","0","ALS"
"4382","EQ-0717603","als_PMP-REDA-C","0","ALS"
"4383","EQ-0718049","als_PMP-REDA-FL","0","ALS"
"4384","EQ-0718049C","als_PMP-REDA-FL","0","ALS"
"4385","EQ-0718262","als_MTR-REDA-S","0","ALS"
"4386","EQ-0718544","als_PMP-REDA-C","0","ALS"
"4387","EQ-0718726","als_PMP-REDA-C","0","ALS"
"4388","EQ-0719062","als_PMP-REDA-FL","0","ALS"
"4389","EQ-0719187","als_PMP-REDA-FL","0","ALS"
"4390","EQ-0719732","als_PMP-REDA-FL","0","ALS"
"4391","EQ-0720573","als_PMP-REDA-FL","0","ALS"
"4392","EQ-0720748","als_PMP-REDA-HB","0","ALS"
"4393","EQ-0720763","als_MTR-REDA-CT-LARGE","0","ALS"
"4394","EQ-0720771","als_MTR-REDA-UT-LARGE","0","ALS"
"4395","EQ-0720789","als_MTR-REDA-LT-LARGE","0","ALS"
"4396","EQ-0721233","als_PMP-REDA-C","0","ALS"
"4397","EQ-0721290","als_PMP-REDA-FL","0","ALS"
"4398","EQ-0721530","als_PMP-REDA-FL","0","ALS"
"4399","EQ-0721696","als_PMP-REDA-C","0","ALS"
"4400","EQ-0722710","als_PMP-REDA-FL","0","ALS"
"4401","EQ-0722728","als_PMP-REDA-54G","0","ALS"
"4402","EQ-0723007","als_PMP-REDA-FL","0","ALS"
"4403","EQ-0723031","als_INTK-REDA-GS","0","ALS"
"4404","EQ-0723171","als_PMP-REDA-FL","0","ALS"
"4405","EQ-0723262","als_PMP-REDA-FL","0","ALS"
"4406","EQ-0723288","als_PMP-REDA-FL","0","ALS"
"4407","EQ-0723304","als_PMP-REDA-FL","0","ALS"
"4408","EQ-0723346","als_PMP-REDA-FL","0","ALS"
"4409","EQ-0723437","als_PMP-REDA-FL","0","ALS"
"4410","EQ-0723437L","als_PMP-REDA-FL","0","ALS"
"4411","EQ-0723619","als_INTK-REDA-GS","0","ALS"
"4412","EQ-0723825","als_PMP-REDA-FL","0","ALS"
"4413","EQ-0724443","als_PMP-REDA-C","0","ALS"
"4414","EQ-0724484","als_PMP-REDA-FL","0","ALS"
"4415","EQ-0724682","als_PMP-REDA-FL","0","ALS"
"4416","EQ-0725150","als_PROT-66","0","ALS"
"4417","EQ-0725226","als_PMP-REDA-C","0","ALS"
"4418","EQ-0725341","als_PMP-REDA-HB","0","ALS"
"4419","EQ-0726711","als_PMP-REDA-HB","0","ALS"
"4420","EQ-0726760","als_PMP-REDA-HB","0","ALS"
"4421","EQ-0750224","als_PMP-REDA-FL","0","ALS"
"4422","EQ-0750349","als_PMP-REDA-FL","0","ALS"
"4423","EQ-0750513","als_PMP-REDA-FL","0","ALS"
"4424","EQ-0750679","als_PMP-REDA-C","0","ALS"
"4425","EQ-0750968","als_PMP-REDA-FL","0","ALS"
"4426","EQ-0751123","als_MTR-REDA-UT","0","ALS"
"4427","EQ-0751131","als_MTR-REDA-LT","0","ALS"
"4428","EQ-0751438","als_PMP-REDA-FL","0","ALS"
"4429","EQ-075143V","als_PMP-REDA-FL","0","ALS"
"4430","EQ-0751503","als_MTR-REDA-S","0","ALS"
"4431","EQ-0751651","als_PMP-REDA-C","0","ALS"
"4432","EQ-0752105","als_PMP-REDA-FL","0","ALS"
"4433","EQ-0754200","als_MTR-REDA-S","0","ALS"
"4434","EQ-0754341","als_PMP-REDA-FL","0","ALS"
"4435","EQ-0754689","als_MTR-REDA-S","0","ALS"
"4436","EQ-0755009","als_MTR-REDA-CT","0","ALS"
"4437","EQ-0755017","als_MTR-REDA-S","0","ALS"
"4438","EQ-0755025","als_MTR-REDA-CT","0","ALS"
"4439","EQ-0755033","als_MTR-REDA-UT","0","ALS"
"4440","EQ-0755041","als_MTR-REDA-LT","0","ALS"
"4441","EQ-0755058","als_MTR-REDA-S","0","ALS"
"4442","EQ-0755108","als_MTR-REDA-S","0","ALS"
"4443","EQ-0755124","als_MTR-REDA-S","0","ALS"
"4444","EQ-0755132","als_MTR-REDA-S","0","ALS"
"4445","EQ-0755314","als_MTR-REDA-UT","0","ALS"
"4446","EQ-0755322","als_MTR-REDA-LT","0","ALS"
"4447","EQ-0755330","als_MTR-REDA-UT","0","ALS"
"4448","EQ-0755348","als_MTR-REDA-LT","0","ALS"
"4449","EQ-0755355","als_MTR-REDA-UT","0","ALS"
"4450","EQ-0755355C","als_MTR-REDA-UT","0","ALS"
"4451","EQ-0755363","als_MTR-REDA-LT","0","ALS"
"4452","EQ-0755363C","als_MTR-REDA-LT","0","ALS"
"4453","EQ-0755371","als_MTR-REDA-UT","0","ALS"
"4454","EQ-0755371C","als_MTR-REDA-UT","0","ALS"
"4455","EQ-0755389","als_MTR-REDA-CT","0","ALS"
"4456","EQ-0755397","als_MTR-REDA-LT","0","ALS"
"4457","EQ-0755397C","als_MTR-REDA-LT","0","ALS"
"4458","EQ-0755413","als_MTR-REDA-UT-LARGE","0","ALS"
"4459","EQ-0755561","als_PMP-REDA-C","0","ALS"
"4460","EQ-0755603","als_PMP-REDA-C","0","ALS"
"4461","EQ-0755678","als_PMP-REDA-FL","0","ALS"
"4462","EQ-0755710","als_PMP-REDA-FL","0","ALS"
"4463","EQ-0755835","als_PMP-REDA-C","0","ALS"
"4464","EQ-0755876","als_PMP-REDA-C","0","ALS"
"4465","EQ-0755900","als_PMP-REDA-C","0","ALS"
"4466","EQ-0756072","als_PMP-REDA-C","0","ALS"
"4467","EQ-0756114","als_PMP-REDA-C","0","ALS"
"4468","EQ-0756155","als_PMP-REDA-C","0","ALS"
"4469","EQ-0756197","als_PMP-REDA-C","0","ALS"
"4470","EQ-0756239","als_PMP-REDA-C","0","ALS"
"4471","EQ-0756379","als_PMP-REDA-C","0","ALS"
"4472","EQ-0756411","als_PMP-REDA-C","0","ALS"
"4473","EQ-0756635","als_PMP-REDA-C","0","ALS"
"4474","EQ-0756700","als_PMP-REDA-C","0","ALS"
"4475","EQ-0756775","als_PMP-REDA-C","0","ALS"
"4476","EQ-0757849","als_PMP-REDA-FL","0","ALS"
"4477","EQ-0758680","als_PMP-REDA-FL","0","ALS"
"4478","EQ-0758763","als_PMP-REDA-FL","0","ALS"
"4479","EQ-0758805","als_PMP-REDA-FL","0","ALS"
"4480","EQ-0758847","als_PMP-REDA-FL","0","ALS"
"4481","EQ-0758888","als_PMP-REDA-FL","0","ALS"
"4482","EQ-0758961","als_PMP-REDA-C","0","ALS"
"4483","EQ-0759019","als_PMP-REDA-C","0","ALS"
"4484","EQ-0759050","als_PMP-REDA-C","0","ALS"
"4485","EQ-0759092","als_PMP-REDA-C","0","ALS"
"4486","EQ-0759092C","als_PMP-REDA-C","0","ALS"
"4487","EQ-0759134","als_PMP-REDA-C","0","ALS"
"4488","EQ-0759134C","als_PMP-REDA-C","0","ALS"
"4489","EQ-0759266","als_PMP-REDA-C","0","ALS"
"4490","EQ-0759787","als_PMP-REDA-FL","0","ALS"
"4491","EQ-0759936","als_PMP-REDA-C","0","ALS"
"4492","EQ-0759977","als_PMP-REDA-C","0","ALS"
"4493","EQ-0760363","als_PMP-REDA-C","0","ALS"
"4494","EQ-0760546","als_PMP-REDA-FL","0","ALS"
"4495","EQ-0760587","als_PMP-REDA-FL","0","ALS"
"4496","EQ-0760710","als_PMP-REDA-FL","0","ALS"
"4497","EQ-0761155","als_PMP-REDA-C","0","ALS"
"4498","EQ-0761353","als_PMP-REDA-FL","0","ALS"
"4499","EQ-0761510","als_PMP-REDA-FL","0","ALS"
"4500","EQ-0763490","als_PMP-REDA-FL","0","ALS"
"4501","EQ-0763532","als_PMP-REDA-FL","0","ALS"
"4502","EQ-0763581","als_PMP-REDA-FL","0","ALS"
"4503","EQ-0763631","als_PMP-REDA-FL","0","ALS"
"4504","EQ-0763730","als_PMP-REDA-C","0","ALS"
"4505","EQ-0763896","als_PMP-REDA-FL","0","ALS"
"4506","EQ-0763938","als_PMP-REDA-FL","0","ALS"
"4507","EQ-0763979","als_PMP-REDA-FL","0","ALS"
"4508","EQ-0764258","als_PMP-REDA-C","0","ALS"
"4509","EQ-0764290","als_PMP-REDA-C","0","ALS"
"4510","EQ-0764332","als_PMP-REDA-C","0","ALS"
"4511","EQ-0764415","als_MTR-REDA-S","0","ALS"
"4512","EQ-0764423","als_MTR-REDA-S","0","ALS"
"4513","EQ-0764456","als_MTR-REDA-S","0","ALS"
"4514","EQ-0764548","als_PMP-REDA-FL","0","ALS"
"4515","EQ-0764589","als_PMP-REDA-FL","0","ALS"
"4516","EQ-0764662","als_PMP-REDA-FL","0","ALS"
"4517","EQ-0764860","als_PMP-REDA-C","0","ALS"
"4518","EQ-0764944","als_PMP-REDA-FL","0","ALS"
"4519","EQ-0765032","als_PMP-REDA-FL","0","ALS"
"4520","EQ-0765073","als_PMP-REDA-FL","0","ALS"
"4521","EQ-0765149","als_PMP-REDA-FL","0","ALS"
"4522","EQ-0765222","als_PMP-REDA-FL","0","ALS"
"4523","EQ-0765263","als_PMP-REDA-FL","0","ALS"
"4524","EQ-0765602","als_PMP-REDA-FL","0","ALS"
"4525","EQ-0765743","als_PMP-REDA-C","0","ALS"
"4526","EQ-0765784","als_PMP-REDA-C","0","ALS"
"4527","EQ-0766014","als_PMP-REDA-FL","0","ALS"
"4528","EQ-0766048","als_PMP-REDA-FL","0","ALS"
"4529","EQ-0766220","als_PMP-REDA-C","0","ALS"
"4530","EQ-0766253","als_PMP-REDA-C","0","ALS"
"4531","EQ-0766287","als_PMP-REDA-C","0","ALS"
"4532","EQ-0766485","als_PMP-REDA-FL","0","ALS"
"4533","EQ-0766618","als_PMP-REDA-C","0","ALS"
"4534","EQ-0766659","als_PMP-REDA-C","0","ALS"
"4535","EQ-0766691","als_PMP-REDA-C","0","ALS"
"4536","EQ-0766691C","als_PMP-REDA-C","0","ALS"
"4537","EQ-0766725","als_PMP-REDA-C","0","ALS"
"4538","EQ-0766725C","als_PMP-REDA-C","0","ALS"
"4539","EQ-0766766","als_PMP-REDA-C","0","ALS"
"4540","EQ-0766808","als_PMP-REDA-FL","0","ALS"
"4541","EQ-0766808C","als_PMP-REDA-FL","0","ALS"
"4542","EQ-0766923","als_PMP-REDA-FL","0","ALS"
"4543","EQ-0767038","als_PMP-REDA-FL","0","ALS"
"4544","EQ-0767707","als_PMP-REDA-C","0","ALS"
"4545","EQ-0767749","als_PMP-REDA-C","0","ALS"
"4546","EQ-0767780","als_PMP-REDA-C","0","ALS"
"4547","EQ-0767822","als_PMP-REDA-FL","0","ALS"
"4548","EQ-0767863","als_PMP-REDA-FL","0","ALS"
"4549","EQ-0767863C","als_PMP-REDA-FL","0","ALS"
"4550","EQ-0767905","als_PMP-REDA-FL","0","ALS"
"4551","EQ-0768101","als_PMP-REDA-FL","0","ALS"
"4552","EQ-0768184C","als_PMP-REDA-C","0","ALS"
"4553","EQ-0768226C","als_PMP-REDA-C","0","ALS"
"4554","EQ-0768267C","als_PMP-REDA-C","0","ALS"
"4555","EQ-0768341","als_PMP-REDA-FL","0","ALS"
"4556","EQ-0768341C","als_PMP-REDA-FL","0","ALS"
"4557","EQ-0768507","als_PMP-REDA-FL","0","ALS"
"4558","EQ-0768598","als_PMP-REDA-C","0","ALS"
"4559","EQ-0768713","als_PMP-REDA-C","0","ALS"
"4560","EQ-0768713C","als_PMP-REDA-C","0","ALS"
"4561","EQ-0768754","als_PMP-REDA-C","0","ALS"
"4562","EQ-0768796","als_PMP-REDA-C","0","ALS"
"4563","EQ-0768838","als_PMP-REDA-C","0","ALS"
"4564","EQ-0768952","als_PMP-REDA-C","0","ALS"
"4565","EQ-0768978","als_PMP-REDA-C","0","ALS"
"4566","EQ-0769265","als_PMP-REDA-HB","0","ALS"
"4567","EQ-0769281","als_PMP-REDA-HB","0","ALS"
"4568","EQ-0769307","als_PMP-REDA-HB","0","ALS"
"4569","EQ-0769323","als_PMP-REDA-HB","0","ALS"
"4570","EQ-0769349","als_PMP-REDA-HB","0","ALS"
"4571","EQ-0769380","als_PMP-REDA-HB","0","ALS"
"4572","EQ-0769422","als_PMP-REDA-HB","0","ALS"
"4573","EQ-0769448","als_PMP-REDA-HB","0","ALS"
"4574","EQ-0769463","als_PMP-REDA-HB","0","ALS"
"4575","EQ-0769513","als_PMP-REDA-HB","0","ALS"
"4576","EQ-0770214","als_PMP-REDA-C","0","ALS"
"4577","EQ-0770420","als_PMP-REDA-C","0","ALS"
"4578","EQ-0770651","als_PMP-REDA-C","0","ALS"
"4579","EQ-0770693","als_PMP-REDA-C","0","ALS"
"4580","EQ-0770735","als_PMP-REDA-C","0","ALS"
"4581","EQ-0770776","als_PMP-REDA-C","0","ALS"
"4582","EQ-0770818","als_PMP-REDA-C","0","ALS"
"4583","EQ-0770859","als_PMP-REDA-C","0","ALS"
"4584","EQ-0770891","als_PMP-REDA-C","0","ALS"
"4585","EQ-0770933","als_PMP-REDA-C","0","ALS"
"4586","EQ-0770974","als_PMP-REDA-C","0","ALS"
"4587","EQ-0771014","als_PMP-REDA-C","0","ALS"
"4588","EQ-0771097","als_PMP-REDA-54G","0","ALS"
"4589","EQ-0771188","als_PMP-REDA-54G","0","ALS"
"4590","EQ-0771204","als_PMP-REDA-54G","0","ALS"
"4591","EQ-0771220","als_PMP-REDA-54G","0","ALS"
"4592","EQ-0771246","als_PMP-REDA-54G","0","ALS"
"4593","EQ-0771352","als_PMP-REDA-54G","0","ALS"
"4594","EQ-0771378","als_PMP-REDA-54G","0","ALS"
"4595","EQ-0771428","als_PMP-REDA-54G","0","ALS"
"4596","EQ-0771519","als_PMP-REDA-C","0","ALS"
"4597","EQ-0771535","als_PMP-REDA-C","0","ALS"
"4598","EQ-0771550","als_PMP-REDA-C","0","ALS"
"4599","EQ-0771592","als_PMP-REDA-C","0","ALS"
"4600","EQ-0771642","als_PMP-REDA-C","0","ALS"
"4601","EQ-0771667","als_PMP-REDA-C","0","ALS"
"4602","EQ-0771683","als_PMP-REDA-C","0","ALS"
"4603","EQ-0771709","als_PMP-REDA-C","0","ALS"
"4604","EQ-0771725","als_PMP-REDA-C","0","ALS"
"4605","EQ-0771741","als_PMP-REDA-C","0","ALS"
"4606","EQ-0771766","als_PMP-REDA-C","0","ALS"
"4607","EQ-0771782","als_PMP-REDA-C","0","ALS"
"4608","EQ-0771808","als_PMP-REDA-C","0","ALS"
"4609","EQ-0771824","als_PMP-REDA-C","0","ALS"
"4610","EQ-0771857","als_PMP-REDA-C","0","ALS"
"4611","EQ-0771873","als_PMP-REDA-C","0","ALS"
"4612","EQ-0771907","als_PMP-REDA-C","0","ALS"
"4613","EQ-0771923","als_PMP-REDA-C","0","ALS"
"4614","EQ-0771956","als_PMP-REDA-C","0","ALS"
"4615","EQ-0772038","als_PMP-REDA-HB","0","ALS"
"4616","EQ-0772053","als_PMP-REDA-HB","0","ALS"
"4617","EQ-0772129","als_PMP-REDA-HB","0","ALS"
"4618","EQ-0772160","als_PMP-REDA-HB","0","ALS"
"4619","EQ-0772186","als_PMP-REDA-HB","0","ALS"
"4620","EQ-0772202","als_PMP-REDA-HB","0","ALS"
"4621","EQ-0772525","als_PMP-REDA-54G","0","ALS"
"4622","EQ-0772566","als_PMP-REDA-54G","0","ALS"
"4623","EQ-0772590","als_PMP-REDA-54G","0","ALS"
"4624","EQ-0772673","als_PMP-REDA-54G","0","ALS"
"4625","EQ-0772715","als_PMP-REDA-54G","0","ALS"
"4626","EQ-0773663","als_PMP-REDA-C","0","ALS"
"4627","EQ-0773846","als_PMP-REDA-HB","0","ALS"
"4628","EQ-0773853","als_PMP-REDA-HB","0","ALS"
"4629","EQ-0773861","als_PMP-REDA-HB","0","ALS"
"4630","EQ-0773879","als_PMP-REDA-HB","0","ALS"
"4631","EQ-0773887","als_PMP-REDA-HB","0","ALS"
"4632","EQ-0773895","als_PMP-REDA-HB","0","ALS"
"4633","EQ-0773903","als_PMP-REDA-HB","0","ALS"
"4634","EQ-0773911","als_PMP-REDA-HB","0","ALS"
"4635","EQ-0773929","als_PMP-REDA-HB","0","ALS"
"4636","EQ-0773937","als_PMP-REDA-HB","0","ALS"
"4637","EQ-0773945","als_PMP-REDA-HB","0","ALS"
"4638","EQ-0773952","als_PMP-REDA-HB","0","ALS"
"4639","EQ-0773960","als_PMP-REDA-HB","0","ALS"
"4640","EQ-0773978","als_PMP-REDA-HB","0","ALS"
"4641","EQ-0773986","als_PMP-REDA-HB","0","ALS"
"4642","EQ-0773994","als_PMP-REDA-HB","0","ALS"
"4643","EQ-0774000","als_PMP-REDA-HB","0","ALS"
"4644","EQ-0774018","als_PMP-REDA-HB","0","ALS"
"4645","EQ-0774026","als_PMP-REDA-HB","0","ALS"
"4646","EQ-0774034","als_PMP-REDA-HB","0","ALS"
"4647","EQ-0774042","als_PMP-REDA-HB","0","ALS"
"4648","EQ-0774059","als_PMP-REDA-HB","0","ALS"
"4649","EQ-0774083","als_PMP-REDA-HB","0","ALS"
"4650","EQ-0774091","als_PMP-REDA-HB","0","ALS"
"4651","EQ-0774109","als_PMP-REDA-HB","0","ALS"
"4652","EQ-0774117","als_PMP-REDA-HB","0","ALS"
"4653","EQ-0774125","als_PMP-REDA-HB","0","ALS"
"4654","EQ-0774133","als_PMP-REDA-HB","0","ALS"
"4655","EQ-0774141","als_PMP-REDA-HB","0","ALS"
"4656","EQ-0774158","als_PMP-REDA-HB","0","ALS"
"4657","EQ-0774166","als_PMP-REDA-HB","0","ALS"
"4658","EQ-0774174","als_PMP-REDA-HB","0","ALS"
"4659","EQ-0774182","als_PMP-REDA-HB","0","ALS"
"4660","EQ-0774463","als_PMP-REDA-HB","0","ALS"
"4661","EQ-0774497","als_PMP-REDA-HB","0","ALS"
"4662","EQ-0774505","als_PMP-REDA-HB","0","ALS"
"4663","EQ-0774521","als_PMP-REDA-HB","0","ALS"
"4664","EQ-0774547","als_PMP-REDA-HB","0","ALS"
"4665","EQ-0774562","als_PMP-REDA-HB","0","ALS"
"4666","EQ-0774604","als_PMP-REDA-HB","0","ALS"
"4667","EQ-0774653","als_PMP-REDA-HB","0","ALS"
"4668","EQ-0774661","als_PROT-66-EC","0","ALS"
"4669","EQ-0779900","als_PMP-REDA-FL","0","ALS"
"4670","EQ-0781377","als_PMP-REDA-FL","0","ALS"
"4671","EQ-0781443","als_PMP-REDA-FL","0","ALS"
"4672","EQ-0781443L","als_PMP-REDA-FL","0","ALS"
"4673","EQ-0782094","als_PMP-REDA-HB","0","ALS"
"4674","EQ-0782771","als_PMP-REDA-FL","0","ALS"
"4675","EQ-078277Z","als_PMP-REDA-FL","0","ALS"
"4676","EQ-0782805","als_PMP-REDA-FL","0","ALS"
"4677","EQ-0783290","als_PMP-REDA-FL","0","ALS"
"4678","EQ-0783399","als_PMP-REDA-FL","0","ALS"
"4679","EQ-0783548","als_PMP-REDA-FL","0","ALS"
"4680","EQ-0783852","als_PMP-REDA-FL","0","ALS"
"4681","EQ-0784504","als_PMP-REDA-FL","0","ALS"
"4682","EQ-0785097","als_PMP-REDA-FL","0","ALS"
"4683","EQ-0785212","als_PMP-REDA-FL","0","ALS"
"4684","EQ-0785303","als_PMP-REDA-FL","0","ALS"
"4685","EQ-0786533","als_PMP-REDA-FL","0","ALS"
"4686","EQ-0787028","als_PMP-REDA-FL","0","ALS"
"4687","EQ-0787101","als_PMP-REDA-FL","0","ALS"
"4688","EQ-0787796","als_PMP-REDA-FL","0","ALS"
"4689","EQ-0788521","als_PMP-REDA-FL","0","ALS"
"4690","EQ-0789503","als_MTR-REDA-UT","0","ALS"
"4691","EQ-0789511","als_MTR-REDA-CT","0","ALS"
"4692","EQ-0789529","als_MTR-REDA-LT","0","ALS"
"4693","EQ-0800136","als_PMP-REDA-FL","0","ALS"
"4694","EQ-0801043","als_PMP-REDA-FL","0","ALS"
"4695","EQ-0801043L","als_PMP-REDA-FL","0","ALS"
"4696","EQ-0801373","als_PMP-REDA-HB","0","ALS"
"4697","EQ-0801399","als_PMP-REDA-HB","0","ALS"
"4698","EQ-0801423","als_PMP-REDA-HB","0","ALS"
"4699","EQ-0801431","als_PMP-REDA-HB","0","ALS"
"4700","EQ-0801472","als_PMP-REDA-HB","0","ALS"
"4701","EQ-0801498","als_PMP-REDA-HB","0","ALS"
"4702","EQ-0801514","als_PMP-REDA-HB","0","ALS"
"4703","EQ-0801555","als_PMP-REDA-HB","0","ALS"
"4704","EQ-0801563","als_PMP-REDA-HB","0","ALS"
"4705","EQ-0801571","als_PMP-REDA-HB","0","ALS"
"4706","EQ-0801589","als_PMP-REDA-HB","0","ALS"
"4707","EQ-0801613","als_PMP-REDA-HB","0","ALS"
"4708","EQ-0801621","als_PMP-REDA-HB","0","ALS"
"4709","EQ-0801654","als_PMP-REDA-HB","0","ALS"
